"kilde (aktivitet)";"energiprodukt";"komponent";"år";"statistikkvariabel";"08940: Klimagasser, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K80 Hydrofluorkarboner (HFK)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";204
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";219
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";220
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";216
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";224
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";227
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";223
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";214
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";214
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";139
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";135
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";141
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";138
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";128
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";125
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";119
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";113
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";119
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";99
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";108
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";130
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";124
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";116
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";113
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";115
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";115
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";117
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";123
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";128
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";125
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";122
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";117
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";203
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";218
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";219
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";215
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";223
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";226
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";222
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";213
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";213
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";138
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";134
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";140
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";137
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";127
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";125
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";118
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";112
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";119
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";99
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";108
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";129
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";124
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";115
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";113
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";114
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";114
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";116
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";122
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";127
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";125
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";122
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";117
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"3 Energiforsyning";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
